username,comment/reply,time,likes,isReply,stance
@jamesmeny,"As a professional Voice coach that works with celebrities and newer singers my experience has been that those with talent start killing their competition when they decide to put in the work regardless of how much hard work the less talented person puts in. Maybe that's not always the case but, so far, I haven't seen the exception. 🙁",1 year ago,141,False,Contra
@iMplimentation,"Thank you for this Dr. Justin. You helped me clarify some thoughts I've been having for days, and you gave me a new guidance on how to structure my productivity in life.",1 year ago,0,False,Pro
@studysesh1167,"“Talent is something you make bloom, instinct is something you polis”. You might not be born with talent but maybe tomorrow, next month, next year or never, your talent may bloom.  Even without talent you can still be on the same stage as those with talent.  You might not be the very best, but you sure as heck can give the best their run for money.",1 year ago,30,False,Pro
@nikhildhania5021,"Hard work is like a vector quantity , no matter how greater the magnitude is , its all worth nothing if your hardwork doesnt have a right direction i.e. correct process and techniques are required 
and with pure magnitude only , you would have to go through a path with lots of trials and errors  until you find the correct process and techniques",1 year ago,15,False,Neutral
@kinsumandal2467,"Remember, If you feel like you winning with hard work. You probably are talented as well.",1 year ago,5,False,Pro
@soulstaylost,"Working on my skills with justin since months, now I can say that at a certain point it feels like you finally have the helm of the ship in your hands, but then you look back and realize you spent months of hard work building the entire ship 😂. I refused to practice a lot of times when Justin told the practice amount needed, but now that I paid it I can say it is worth my academic life quality. ❤🎉",1 year ago,8,False,Pro
@swayam7321,Iam always contradictory to that statement...that hardwork beats talent....Thanks Justin to prove it right..❤,1 year ago,2,False,Contra
@Mrt00,It doesn't matter if talent surpass your hard work. Work hard as you can. There is no another way.,1 year ago,13,False,Pro
@friendlyfox2189,sucess is talent + hardwork + upbringing + influence + luck,1 year ago,4,False,Neutral
@CreedColisionAC,"If the ax is dull
    and its edge unsharpened,
more strength is needed,
    but skill will bring success.
- Eccles 10.10",1 year ago,4,False,Pro
@mamadj359,"The video title isn't good. I would never have clicked on this video based on the title. I just found this playlist at the end of one of your interview videos. And now I know this title doesn't do the content justice. I am a struggling college student, I put in the hard work but I don't get the results. My classmates study less and get better grades. I was starting to feel like I was actually stupid and they were just smarter. I tried harder, put in more hours into studying as much as it actually had a bad effect on my health. 

I love these videos, I'm gonna watch more of your videos and implement them into my studying. I've already started using mind-maps (not very good at it) but it's already had some effect.
So thank you, Really.",1 year ago,0,False,Pro
@michaelodetola,"As a game designer, this couldnt be more true. It doesnt matter how fast a ship is going if its headed in the wrong direction. At the top level, everyone works hard and a few more hours is likely going to lead to burnout instead of success.
Also the Kobe Bryant analagy is an interesting one. Kobe worked harder than almost everyone but he isnt considered a top 5 players by most analysts. Jordan, Lebron Kareem, Wilt etc are more effective players.",1 year ago,11,False,Contra
@camel1-l6f,🎉Thank you bro you just simply crushed my hopes and expectations 🎉🎉,1 year ago,1,False,Contra
@szymonbaranowski8184,"stopping comparing to others and focusing on goal with passion works for everybody

people without talent are usually people with hidden trauma fixated on comparing and with escape from failure always on mind chronically",1 year ago,15,True,Pro
@brawlgammer4424," @GhostSamaritan  Your example is a bit exaggerated and I'm not Justin, however, from what I got from watching the video and reading responses was that talent is a decisive factor. I think the example you gave, regarding basketball and height, is not a good way to present your argument here.",1 year ago,2,True,Contra
@fukunaga-kane," @szymonbaranowski8184  saying ""yada yada don't compare"" won't solve the problem either. Talent is indeed a thing. A person who grows up in a music family will have talent in music and end up beating the other guy who come from a family of farmers.",1 year ago,6,True,Contra
@johannfarber4881,"So with this in mind, I will work hard to find my talent and get excepcional results.",1 year ago,0,True,Pro
@GoofballEntertainments,"Cant disagree on this one. No matter how hard someone is working, if im good at something i smoke everyone. For me its pc games. I just enjoy learning process, sadly they dont pay for it 😂😂😊",1 year ago,1,True,Pro
@szymonbaranowski8184,"how do you polish instinct which is often holistic and subconscious thinking 😂
usually you just do more and start seeing pattern if you aren't too much fixated on narrow thoughtless execution",1 year ago,0,True,Pro
